"id","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturk_charge","drug_type","aggregated","weapon","drug_interaction"
8281,1,1,39,0,0,3,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8282,3,0,21,1,0,1,169,1,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
8283,1,1,26,0,0,2,329,1,6,1,1,1,"Purchasing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Purchasing"
8284,2,0,26,1,0,10,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8285,2,0,28,0,0,8,45,0,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
8287,1,1,21,0,3,3,45,0,7,1,1,1,"Battery",NA,"Battery",FALSE,NA
8288,2,0,37,0,0,8,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8289,1,0,29,0,0,1,190,1,6,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8290,2,0,22,1,0,12,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8291,2,0,59,0,0,4,28,0,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8292,2,0,28,0,8,12,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8294,1,1,56,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8296,1,1,32,0,0,2,127,0,6,0,1,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8298,1,0,30,0,0,0,303,1,2,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8299,2,0,27,0,0,2,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8301,6,0,29,0,0,0,6,1,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8303,2,0,24,0,0,1,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8304,1,1,27,0,0,6,186,1,10,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8306,2,0,43,0,0,15,337,0,9,1,1,1,"Resisting an Officer",NA,"Resisting",NA,NA
8307,2,1,53,0,0,5,413,1,6,0,1,0,"Unlicensed Telemarketing",NA,"Other",NA,NA
8308,2,0,27,1,0,6,203,1,7,1,1,1,"Fraud",NA,"Fraud/Forgery",NA,NA
8309,2,0,26,0,1,6,28,0,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8311,1,1,24,0,0,1,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8312,2,0,30,0,0,0,280,1,6,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
8313,6,0,56,0,0,6,306,1,2,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8314,2,0,26,0,0,4,129,1,9,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8315,2,0,24,2,1,3,45,0,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
8316,3,0,30,0,0,6,409,0,3,1,0,0,"Fraud",NA,"Fraud/Forgery",NA,NA
8317,3,0,37,0,0,4,81,1,5,0,1,0,"Delivery of Controlled Substances","Controlled Substance","Drug-Related",NA,NA
8318,2,0,54,0,0,4,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8319,3,0,23,0,0,0,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8320,6,0,25,0,0,1,99,1,4,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
8321,2,1,48,0,0,18,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8322,2,1,36,0,0,13,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8325,2,0,21,0,0,1,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8326,1,0,26,0,0,10,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8328,1,0,26,0,0,10,127,0,8,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8340,1,0,45,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8341,1,0,47,0,0,1,45,0,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
8343,3,0,30,0,0,7,303,1,8,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8344,2,0,41,2,0,14,28,0,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8347,1,0,50,0,0,1,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8348,1,0,57,0,0,3,182,0,1,0,0,1,"Fraud",NA,"Fraud/Forgery",NA,NA
8349,2,0,31,0,0,2,190,1,1,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8350,2,0,21,0,0,0,418,1,7,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
8353,2,1,28,1,0,1,45,0,4,1,0,0,"Battery",NA,"Battery",FALSE,NA
8354,1,0,29,1,0,9,379,1,8,1,1,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
8355,2,0,28,0,0,2,246,1,4,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8356,1,1,25,0,0,1,24,0,4,1,0,0,"Aiding Prostitution",NA,"Prostitution",NA,NA
8357,2,0,22,0,0,0,190,1,3,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8358,2,1,21,0,0,0,418,1,6,0,1,0,"Forgery",NA,"Fraud/Forgery",NA,NA
8359,1,0,48,0,0,0,190,1,8,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8360,2,0,25,0,0,4,65,1,9,1,1,1,"Burglary",NA,"Burglary",NA,NA
8361,2,0,37,0,0,7,379,1,7,0,1,0,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
8362,1,0,31,0,0,5,379,1,6,1,1,1,"Tampering With Physical Evidence",NA,"Obstruction of Justice",NA,NA
8364,6,0,56,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8365,2,0,24,0,0,0,128,0,3,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8367,2,0,30,0,0,15,218,1,10,1,1,1,"Prostitution",NA,"Prostitution",NA,NA
8369,1,0,47,0,0,5,134,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8373,1,0,66,0,0,2,423,0,3,0,0,1,"Domestic Violence",NA,"Abuse",NA,NA
8375,2,0,51,0,0,21,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8378,1,0,64,0,0,8,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8379,4,0,76,0,0,0,16,1,1,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
8380,1,1,28,0,0,3,64,1,6,1,1,1,"Burglary",NA,"Burglary",NA,NA
8381,2,0,35,0,0,1,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
8382,6,0,44,0,0,6,172,1,1,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8384,2,1,39,0,0,3,30,1,3,0,0,1,"Arson",NA,"Arson",NA,NA
8385,3,0,38,1,0,7,169,1,7,1,1,1,"Battery",NA,"Battery",FALSE,NA
8386,2,0,24,0,0,0,186,1,5,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8389,1,0,27,0,0,4,336,1,9,0,1,0,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
8390,1,0,36,0,0,0,306,1,3,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8392,3,0,20,0,0,0,85,1,6,1,1,1,"Threatening a Public Servant",NA,"Threatening a Public Servant",NA,NA
8394,2,0,21,0,0,0,49,1,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
8396,2,0,27,0,0,7,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8399,2,0,28,0,1,18,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8400,3,0,52,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
8401,1,0,39,0,0,16,28,1,9,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8403,2,0,19,0,0,0,336,1,4,1,0,0,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
8404,1,0,46,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8405,2,0,40,0,0,2,172,1,4,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8406,1,0,30,0,0,5,190,1,8,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8407,1,0,28,0,0,0,222,1,3,1,0,0,"Manufacturing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Manufacturing"
8408,1,0,27,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8409,3,0,23,0,0,3,306,1,7,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8410,2,0,33,2,0,8,169,1,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
8411,2,0,25,0,0,7,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8413,2,0,25,0,0,3,100,1,5,1,1,1,"Dealing Controlled Substances","Controlled Substance","Drug-Related",NA,"Dealing"
8415,1,0,33,0,0,4,60,1,6,0,1,0,"Burglary",NA,"Burglary",NA,NA
8416,2,1,24,0,0,0,112,1,3,0,0,1,"Dealing Cocaine","Cocaine","Drug-Related",NA,"Dealing"
8418,1,0,44,0,0,0,129,1,7,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8419,2,0,44,0,0,0,176,1,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8421,2,1,23,0,0,0,45,0,7,0,1,0,"Battery",NA,"Battery",FALSE,NA
8422,1,1,31,0,0,2,64,1,8,1,1,1,"Burglary",NA,"Burglary",NA,NA
8423,2,0,27,0,0,0,97,1,2,0,0,1,"Child Abuse",NA,"Abuse",NA,NA
8424,1,1,26,0,0,1,319,1,8,1,1,1,"Possession of Oxycodone","Oxycodone","Drug-Related",NA,"Possession"
8425,2,0,57,0,0,16,45,0,5,1,1,1,"Battery",NA,"Battery",FALSE,NA
8426,1,0,55,0,0,0,47,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8427,3,0,67,0,0,0,28,0,1,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
8428,1,1,36,0,0,7,175,1,6,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
8429,3,0,45,0,0,6,28,1,6,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8432,2,0,30,0,0,18,239,0,9,1,1,1,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
8434,2,0,34,0,0,0,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8435,2,0,24,0,0,1,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8436,6,0,21,0,0,0,39,1,5,1,1,1,"Burglary",NA,"Burglary",NA,NA
8437,2,0,42,0,0,7,129,1,1,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8438,1,1,34,0,0,12,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8439,3,0,30,0,0,3,128,0,4,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8440,1,0,40,0,0,6,71,1,4,0,0,1,"Carrying a Concealed Weapon",NA,"Carrying a Concealed Weapon",NA,NA
8445,3,0,24,0,0,1,28,1,8,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8446,4,0,24,0,0,4,28,1,6,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8447,6,0,30,0,0,13,110,1,9,1,1,1,"Dealing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Dealing"
8448,2,0,30,0,0,4,306,1,3,0,0,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8449,1,0,31,0,0,3,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
8450,1,0,33,0,0,2,28,1,3,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
8452,1,0,27,0,0,1,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
8453,3,0,22,0,0,0,28,1,2,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
8456,2,0,37,0,0,3,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
8457,2,0,25,0,0,1,317,1,2,0,0,1,"Possession of Meth","Meth","Drug-Related",NA,"Possession"
8458,1,0,45,0,0,2,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8461,3,0,22,0,0,1,28,1,2,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
8462,1,0,31,0,0,1,49,1,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
8463,2,0,23,0,0,0,246,1,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8465,2,0,21,0,0,0,294,1,4,0,0,1,"Possession of Weapon on School Property",NA,"Other",NA,NA
8467,2,0,28,0,0,6,45,0,5,1,1,1,"Battery",NA,"Battery",FALSE,NA
8468,2,0,35,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8469,2,0,29,0,1,4,190,1,4,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8471,2,0,23,0,0,2,58,1,4,1,0,0,"Burglary",NA,"Burglary",NA,NA
8472,2,0,28,0,0,7,28,1,10,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8473,1,1,34,0,0,0,127,0,7,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8475,1,1,32,0,0,5,60,1,2,0,0,1,"Burglary",NA,"Burglary",NA,NA
8476,1,0,52,0,0,2,374,0,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8477,2,0,25,0,0,2,28,1,4,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8478,1,0,34,0,1,15,306,1,7,0,1,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8479,2,0,47,0,0,4,172,1,4,1,0,0,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8482,2,0,50,0,0,9,112,1,9,0,1,0,"Dealing Cocaine","Cocaine","Drug-Related",NA,"Dealing"
8483,2,1,30,0,0,4,90,1,5,0,1,0,"Criminal Damage of more than $1000",NA,"Criminal Damage",NA,NA
8484,1,0,22,0,0,0,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
8485,1,0,53,0,0,1,128,0,1,1,0,0,"Driving Under the Influence",NA,"DUI",NA,NA
8486,2,1,47,0,0,7,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8487,1,0,37,0,0,3,129,1,8,0,1,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8488,2,0,37,0,0,8,45,0,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
8492,2,0,26,0,0,7,280,1,10,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
8494,1,1,31,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8496,1,0,20,0,0,0,169,1,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
8500,2,0,22,0,0,0,65,1,7,1,1,1,"Burglary",NA,"Burglary",NA,NA
8501,2,0,33,0,0,14,129,1,10,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8503,2,0,30,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8504,1,0,27,0,0,5,306,1,6,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8505,2,0,24,0,0,2,45,0,9,1,1,1,"Battery",NA,"Battery",FALSE,NA
8507,6,1,20,0,0,1,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
8508,2,0,29,0,0,0,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8511,1,0,24,0,0,0,164,1,3,0,0,1,"Fraud",NA,"Fraud/Forgery",NA,NA
8512,2,0,44,0,0,29,306,1,9,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8514,1,1,46,0,0,1,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
8515,2,1,36,0,0,1,190,1,2,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8517,2,0,23,0,0,0,45,0,3,1,0,0,"Battery",NA,"Battery",FALSE,NA
8518,2,0,21,0,0,1,306,1,10,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8520,2,0,29,0,0,6,172,1,6,1,1,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8522,3,0,25,1,4,10,129,1,9,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8523,3,1,22,0,0,1,298,1,4,0,0,1,"Possession of a Controlled Substance","Controlled Substance","Drug-Related",NA,"Possession"
8524,2,0,29,0,0,4,31,0,5,0,1,0,"Assault",NA,"Assault",FALSE,NA
8526,2,1,26,0,0,0,342,0,9,0,1,0,"Robbery",NA,"Robbery/Theft",FALSE,NA
8527,1,1,50,0,0,7,93,0,1,1,0,0,"Criminal Damage of less than $1000",NA,"Criminal Damage",NA,NA
8528,2,0,32,0,0,1,159,1,2,0,0,1,"False Imprisonment",NA,"False Imprisonment",NA,NA
8530,3,0,45,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8532,2,0,30,0,0,1,15,1,2,0,0,1,"Assault with a Deadly Weapon",NA,"Assault",TRUE,NA
8533,2,0,25,0,0,0,89,1,5,0,1,0,"Forgery",NA,"Fraud/Forgery",NA,NA
8534,1,1,44,0,0,10,171,1,5,1,1,1,"Prostitution",NA,"Prostitution",NA,NA
8535,2,0,58,0,0,0,186,1,4,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8539,2,0,24,0,0,5,280,1,6,0,1,0,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
8543,2,0,20,0,1,1,190,1,10,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8544,1,0,29,0,0,0,45,0,1,1,0,0,"Battery",NA,"Battery",FALSE,NA
8546,1,0,21,0,0,1,28,1,5,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8548,2,0,38,1,2,22,283,0,9,1,1,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8550,3,0,62,0,0,5,311,1,2,0,0,1,"Possession of Heroin","Heroin","Drug-Related",NA,"Possession"
8551,1,1,46,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8552,2,0,29,0,1,17,129,1,10,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8554,2,0,30,0,0,0,306,1,4,1,0,0,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8558,2,0,55,0,0,8,129,1,1,1,0,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8559,2,0,25,0,0,10,8,1,9,1,1,1,"Assault",NA,"Assault",FALSE,NA
8560,1,0,47,0,0,2,133,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8563,3,0,27,0,0,1,239,0,2,0,0,1,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
8565,2,0,30,0,0,13,168,1,10,1,1,1,"Battery",NA,"Battery",FALSE,NA
8568,2,0,24,0,0,4,129,1,5,1,1,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8569,1,0,48,0,0,2,319,1,1,1,0,0,"Possession of Oxycodone","Oxycodone","Drug-Related",NA,"Possession"
8570,1,0,45,0,0,0,190,1,6,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8572,2,0,26,0,0,2,283,0,5,0,1,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8574,1,1,42,0,0,0,133,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8575,2,0,34,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8576,2,0,21,0,0,0,337,0,4,1,0,0,"Resisting an Officer",NA,"Resisting",NA,NA
8577,1,1,69,0,0,2,208,0,1,0,0,1,"Fleeing the Scene of an Accident",NA,"Fleeing and Aiding Escape",NA,NA
8578,1,0,24,0,0,5,28,1,5,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8579,2,0,45,0,0,1,337,0,1,0,0,1,"Resisting an Officer",NA,"Resisting",NA,NA
8580,2,0,28,0,0,3,239,0,9,0,1,0,"Operating a Vehicle without a Valid Drivers License",NA,"Car Verification Violations",NA,NA
8583,2,0,25,0,3,8,45,0,8,1,1,1,"Battery",NA,"Battery",FALSE,NA
8586,2,0,52,0,0,2,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8589,1,0,30,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8590,3,1,26,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
8593,6,0,34,0,0,0,167,1,2,1,0,0,"Battery",NA,"Battery",FALSE,NA
8594,1,0,32,0,1,5,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8595,1,0,47,0,0,11,190,1,4,0,0,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8596,2,0,38,0,0,2,283,0,4,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8597,2,0,32,0,0,2,28,1,10,0,1,0,"arrest case no charge",NA,"No Charge",NA,NA
8598,2,0,23,0,2,4,280,1,7,1,1,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
8600,3,0,30,0,0,0,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8601,2,0,59,0,0,9,175,1,9,1,1,1,"Theft",NA,"Robbery/Theft",FALSE,NA
8602,1,0,24,0,0,5,28,1,7,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8604,2,1,22,0,0,0,342,1,6,0,1,0,"Robbery",NA,"Robbery/Theft",FALSE,NA
8605,2,0,35,0,0,6,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8606,2,0,24,0,0,0,418,1,7,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
8608,2,0,35,0,0,1,45,0,6,0,1,0,"Battery",NA,"Battery",FALSE,NA
8609,2,0,25,0,0,2,190,1,6,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8610,1,0,58,0,0,3,69,0,2,0,0,1,"Carrying an Open Beverage in Public",NA,"Non-DUI, Alcohol-Related",NA,NA
8611,2,0,27,0,0,7,129,1,4,1,0,0,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8612,2,0,24,0,0,6,336,1,9,1,1,1,"Resisting an Officer with Violence",NA,"Resisting",NA,NA
8613,1,0,33,0,0,2,133,0,2,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8616,1,0,44,0,0,4,129,1,3,0,0,1,"Driving with a Revoked License",NA,"Car Verification Violations",NA,NA
8617,2,0,30,0,0,3,190,1,5,0,1,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8618,3,1,39,0,0,2,28,1,2,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8619,1,0,28,0,0,0,89,1,3,0,0,1,"Forgery",NA,"Fraud/Forgery",NA,NA
8621,2,0,34,0,0,1,329,1,2,0,0,1,"Purchasing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Purchasing"
8622,2,0,26,0,0,1,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8625,2,0,23,0,0,0,246,1,2,0,0,1,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8626,1,0,29,0,0,11,306,1,8,1,1,1,"Possession of Cocaine","Cocaine","Drug-Related",NA,"Possession"
8627,2,0,31,0,0,0,45,0,4,0,0,1,"Battery",NA,"Battery",FALSE,NA
8629,6,0,38,0,0,1,28,1,1,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8630,2,0,30,0,0,14,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8633,1,0,21,0,0,2,190,1,4,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8634,2,0,44,0,0,0,172,1,1,0,0,1,"Driving with a Suspended License",NA,"Car Verification Violations",NA,NA
8635,2,0,52,0,0,0,169,1,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8636,2,0,30,0,0,6,190,1,5,1,1,1,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8638,2,0,31,0,0,9,21,1,8,1,1,1,"Assault",NA,"Assault",FALSE,NA
8639,2,1,21,0,1,2,110,1,6,0,1,0,"Dealing Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Dealing"
8641,1,0,77,0,0,1,134,0,1,0,0,1,"Driving Under the Influence",NA,"DUI",NA,NA
8642,1,0,61,0,0,4,418,1,6,0,1,0,"Forgery",NA,"Fraud/Forgery",NA,NA
8644,2,1,41,0,0,0,45,0,1,0,0,1,"Battery",NA,"Battery",FALSE,NA
8646,1,1,24,0,0,0,45,0,5,0,1,0,"Battery",NA,"Battery",FALSE,NA
8647,2,1,34,0,0,5,28,1,3,0,0,1,"arrest case no charge",NA,"No Charge",NA,NA
8649,1,0,34,0,0,3,28,1,2,1,0,0,"arrest case no charge",NA,"No Charge",NA,NA
8650,3,0,27,0,0,1,280,1,3,0,0,1,"Possession of Ecstasy","Ecstasy","Drug-Related",NA,"Possession"
8651,2,0,25,0,0,6,93,0,7,1,1,1,"Criminal Damage of less than $1000",NA,"Criminal Damage",NA,NA
8652,2,0,30,0,0,1,97,1,1,0,0,1,"Child Abuse",NA,"Abuse",NA,NA
8653,3,0,59,0,0,0,418,1,1,0,0,1,"Forgery",NA,"Fraud/Forgery",NA,NA
8655,1,0,55,0,0,1,190,1,1,1,0,0,"Grand Theft",NA,"Robbery/Theft",FALSE,NA
8656,2,1,22,0,1,1,333,0,6,0,1,0,"Reckless Driving",NA,"Reckless Driving",NA,NA
8657,1,0,32,0,0,0,49,1,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
8659,2,0,53,0,0,5,242,0,2,0,0,1,"Theft",NA,"Robbery/Theft",FALSE,NA
8661,1,0,50,0,0,1,45,0,2,0,0,1,"Battery",NA,"Battery",FALSE,NA
8663,6,0,26,0,0,1,246,1,4,1,0,0,"Possession of Cannabis/Marijuana","Cannabis/Marijuana","Drug-Related",NA,"Possession"
8664,3,0,21,0,0,2,270,1,5,1,1,1,"Forgery",NA,"Fraud/Forgery",NA,NA
8665,2,0,36,0,0,7,170,1,6,1,1,1,"Battery",NA,"Battery",FALSE,NA
8667,2,0,35,0,0,16,28,1,8,1,1,1,"arrest case no charge",NA,"No Charge",NA,NA
8668,1,1,25,0,0,0,45,0,3,0,0,1,"Battery",NA,"Battery",FALSE,NA
8670,1,1,31,0,0,2,31,0,6,0,1,0,"Assault",NA,"Assault",FALSE,NA
